case,run,seed,area_cells,buildings,perimeter_m,compactness
Marshall Medium Uncertainty,112,222808674,50681,3785,336076.59279719746,0.005074824381625968
Marshall Medium Uncertainty,113,1661952744,52415,4314,360965.9066288662,0.004549624924525235
Marshall Medium Uncertainty,114,2850418873,58285,4100,365046.27242813085,0.004946674546456308
Marshall Medium Uncertainty,115,1115321167,77590,5258,461203.8394583558,0.004125459207480126
Marshall Medium Uncertainty,116,2130312076,53306,4425,371797.2183069081,0.004361302356391234
Marshall Medium Uncertainty,117,1070061519,53413,4209,359442.08845168585,0.004675644537626735
Marshall Medium Uncertainty,118,742282222,57305,4531,379450.6620193069,0.004501261672665554
Marshall Medium Uncertainty,119,218909533,62791,4603,392326.54080409405,0.004613753577809048
Marshall Medium Uncertainty,120,3426784240,58398,4293,375498.09275893663,0.004684194030548622
Marshall Medium Uncertainty,121,600453382,53374,3387,324501.1599039405,0.005732573315760428
Marshall Medium Uncertainty,122,2266032208,55942,3847,349085.8438676324,0.005191894835914371
Marshall Medium Uncertainty,123,2923782732,46720,3407,317004.84389313875,0.0052580342514850185
Marshall Medium Uncertainty,124,3501374563,43251,2811,253594.24437998064,0.007606235044239413
Marshall Medium Uncertainty,125,2745409479,43341,3181,295687.8763760753,0.005606402380694873
Marshall Medium Uncertainty,126,3673453939,54704,4212,369984.06030150776,0.004519656495124427
Marshall Medium Uncertainty,127,2336931299,63031,3868,365693.6945022426,0.005330545156294962
Marshall Medium Uncertainty,128,4267695698,74361,4854,444588.55808411364,0.00425481843166469
Marshall Medium Uncertainty,129,4029699796,65399,4589,399032.1966431155,0.004645234076288223
Marshall Medium Uncertainty,130,367707468,48854,3763,334747.91314075555,0.004930792707910589
Marshall Medium Uncertainty,131,4206349824,65697,4736,397345.13170275005,0.004706110486589912
Marshall Medium Uncertainty,132,3312085491,51774,3818,342848.49322026956,0.004981493896845129
Marshall Medium Uncertainty,133,290977439,39678,3558,309553.4521228304,0.004683072090982322
Marshall Medium Uncertainty,134,3730172996,70478,5046,432475.9888237441,0.004261690869928676
Marshall Medium Uncertainty,135,2226915477,61856,4831,395242.6338691295,0.004478232488505321
Marshall Medium Uncertainty,136,1394897076,61544,3719,358475.6923486166,0.005416499014760716
Marshall Medium Uncertainty,137,771636873,42582,3599,319276.530035964,0.004724375835359297
Marshall Medium Uncertainty,138,3928979087,61817,4685,384594.85466126987,0.0047266490650701804
Marshall Medium Uncertainty,139,2651744494,79016,4002,374545.1576992993,0.0063702876140721175
Marshall Medium Uncertainty,140,1333521337,63462,4519,386237.5754406562,0.00481124069096413
Marshall Medium Uncertainty,141,2653129470,82444,4478,427538.7182686446,0.005101061108731915
Marshall Medium Uncertainty,142,1884175901,57007,4026,353455.0949380687,0.005160741046405844
Marshall Medium Uncertainty,143,4277733517,42350,3576,319850.579824428,0.004681785405128536
Marshall Medium Uncertainty,144,2987782249,60695,4871,401798.9585454483,0.004251945367907005
Marshall Medium Uncertainty,145,3359147935,54991,4055,351918.11875548883,0.005021815305806586
Marshall Medium Uncertainty,146,368866319,47712,3516,320781.1599039398,0.0052439952352875486
Marshall Medium Uncertainty,147,3486364163,46611,3972,340464.4520973243,0.004547756948447912
Marshall Medium Uncertainty,148,2522443504,51663,3626,336334.1663903256,0.005165234230777697
Marshall Medium Uncertainty,149,3596639729,68486,5467,445526.568903258,0.0039021769435693583
Marshall Medium Uncertainty,150,567198305,65414,5575,443978.6922720959,0.0037531750859176533
Marshall Medium Uncertainty,151,1432959424,58049,3740,346516.65555842925,0.005467627105885886
Marshall Medium Uncertainty,152,884170575,58774,4555,383102.86548041244,0.004529046935034443
Marshall Medium Uncertainty,153,4042548548,57203,4570,378963.5343177103,0.004504808514226357
Marshall Medium Uncertainty,154,3163449950,58994,4633,397434.4001042205,0.004224052500958909
Marshall Medium Uncertainty,155,3996105820,46928,3766,334926.29842468165,0.004731359191361049
Marshall Medium Uncertainty,156,1502478970,55423,3834,348021.28542640596,0.0051752435171626785
Marshall Medium Uncertainty,157,21526942,61117,4629,397153.5884134242,0.004382252726455797
Marshall Medium Uncertainty,158,1482545817,65996,4431,405495.7204477809,0.004539389378844772
Marshall Medium Uncertainty,159,577689261,51251,3451,324405.6469184179,0.005507796762574826
Marshall Medium Uncertainty,160,688873229,54781,3595,328180.3482131442,0.005752507404006451
Marshall Medium Uncertainty,161,1103768649,51237,3465,327560.7941046758,0.005400727140724886
Marshall Medium Uncertainty,162,2869422698,62356,5380,427010.1100389579,0.0038677135907891408
Marshall Medium Uncertainty,163,2693645496,54471,3664,341005.6382529014,0.005297788328862348
Marshall Medium Uncertainty,164,1364512207,50280,3476,319476.7529817298,0.005571461308356682
Marshall Medium Uncertainty,165,2823009183,49821,3291,318917.19887326105,0.005539989377415668
Marshall Medium Uncertainty,166,2523487809,61509,4827,396018.30703918566,0.00443568313101999
Marshall Medium Uncertainty,167,597088638,55469,4185,363705.6836831006,0.004742447524903975
Marshall Medium Uncertainty,168,2626861343,71989,4765,405176.5321385773,0.0049594092555377434
Marshall Medium Uncertainty,169,2861179111,61901,4185,366714.9434190533,0.00520586406128159
Marshall Medium Uncertainty,170,2861410717,56753,3992,356703.40879524447,0.0050445993283729975
Marshall Medium Uncertainty,171,2900766517,65559,5394,452876.2658652243,0.0036151437586286195
Marshall Medium Uncertainty,172,3734349836,61146,4375,381676.5408040938,0.004747112133168831
Marshall Medium Uncertainty,173,11195339,58332,4507,382850.59059255745,0.0045009127871089676
Marshall Medium Uncertainty,174,359247806,46705,2983,297576.77897828154,0.005965099231539765
Marshall Medium Uncertainty,175,2111064765,54791,3641,333861.00838492444,0.00555942913579261
